ID,VERSION,REGIST_DATETIME,REGIST_USER,UPDATE_DATETIME,UPDATE_USER,USER_ID,PARENT_ID,TYPE,CATEGORY_NAME,COLOR,ICON_PATH,SORT_ORDER
45,0,2026-02-27 00:00:00,panda,2026-02-27 00:00:00,panda,panda,,transfer,立替,#ECB567,/icon/custom/01-money/yen-sign-solid-full.svg,1
46,0,2026-02-27 00:00:00,panda,2026-02-27 00:00:00,panda,panda,,transfer,チャージ,#FDA38F,/icon/custom/99-others/circle-dot-solid-full.svg,0
47,0,2026-02-27 00:00:00,panda,2026-02-27 00:00:00,panda,panda,,transfer,銀行引き出し,#C0DB80,/icon/custom/99-others/cloud-arrow-down-solid-full.svg,2
48,0,2026-02-27 00:00:00,panda,2026-02-27 00:00:00,panda,panda,,transfer,銀行預け入れ,#79AFED,/icon/custom/99-others/cloud-arrow-up-solid-full.svg,3
49,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,食費,#EA6F76,/icon/custom/13-foods/utensils-solid-full.svg,0
50,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,交通費,#408CE5,/icon/custom/07-vehicle/location-arrow-solid-full.svg,2
51,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,交流費・外食費,#F1B224,/icon/custom/02-person/comments-solid-full.svg,5
52,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,income,給与,#F0D22E,/icon/custom/01-money/money-bill-1-regular-full.svg,0
53,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,income,その他,#90A4AE,,5
54,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,消耗品・日用雑貨,#A5CC49,/icon/custom/03-life/jug-detergent-solid-full.svg,1
55,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,交際費,#ED83C3,/icon/custom/02-person/heart-solid-full.svg,6
56,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,趣味・エンタメ,#E39526,/icon/custom/11-hobby/gamepad-solid-full.svg,3
57,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,教育・仕事,#59B97D,/icon/custom/06-work/briefcase-solid-full.svg,7
58,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,美容・衣服,#C271ED,/icon/custom/03-life/shirt-solid-full.svg,4
59,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,医療費・保険料,#57A6B8,/icon/custom/04-buildings/hospital-solid-full.svg,8
60,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,通信費,#79AFED,/icon/custom/03-life/wifi-solid-full.svg,9
61,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,家賃,#8953E9,/icon/custom/04-buildings/house-solid-full.svg,10
62,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,水道光熱費,#607D8B,/icon/custom/03-life/faucet-solid-full.svg,11
63,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,家具・家電,#5C71DA,/icon/custom/03-life/couch-solid-full.svg,12
64,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,expense,その他,#90A4AE,,13
65,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,income,賞与・ボーナス,#F1B224,/icon/custom/01-money/money-bills-solid-full.svg,1
66,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,income,借金,#C83239,/icon/custom/03-life/fire-solid-full.svg,3
67,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,income,臨時収入,#E39526,/icon/custom/01-money/database-solid-full.svg,2
68,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,income,事業所得,#408CE5,/icon/custom/01-money/cash-app-brands-solid-full.svg,4
69,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,transfer,立替,#ECB567,/icon/custom/01-money/yen-sign-solid-full.svg,1
70,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,transfer,チャージ,#FDA38F,/icon/custom/99-others/circle-dot-solid-full.svg,0
71,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,transfer,銀行引き出し,#C0DB80,/icon/custom/99-others/cloud-arrow-down-solid-full.svg,2
72,0,2026-02-27 00:00:00,testuser001,2026-02-27 00:00:00,testuser001,testuser001,,transfer,銀行預け入れ,#79AFED,/icon/custom/99-others/cloud-arrow-up-solid-full.svg,3
73,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,食費,#EA6F76,/icon/custom/13-foods/utensils-solid-full.svg,0
74,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,交通費,#408CE5,/icon/custom/07-vehicle/location-arrow-solid-full.svg,2
75,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,交流費・外食費,#F1B224,/icon/custom/02-person/comments-solid-full.svg,5
76,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,income,給与,#F0D22E,/icon/custom/01-money/money-bill-1-regular-full.svg,0
77,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,income,その他,#90A4AE,,5
78,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,消耗品・日用雑貨,#A5CC49,/icon/custom/03-life/jug-detergent-solid-full.svg,1
79,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,交際費,#ED83C3,/icon/custom/02-person/heart-solid-full.svg,6
80,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,趣味・エンタメ,#E39526,/icon/custom/11-hobby/gamepad-solid-full.svg,3
81,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,教育・仕事,#59B97D,/icon/custom/06-work/briefcase-solid-full.svg,7
82,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,美容・衣服,#C271ED,/icon/custom/03-life/shirt-solid-full.svg,4
83,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,医療費・保険料,#57A6B8,/icon/custom/04-buildings/hospital-solid-full.svg,8
84,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,通信費,#79AFED,/icon/custom/03-life/wifi-solid-full.svg,9
85,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,家賃,#8953E9,/icon/custom/04-buildings/house-solid-full.svg,10
86,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,水道光熱費,#607D8B,/icon/custom/03-life/faucet-solid-full.svg,11
87,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,家具・家電,#5C71DA,/icon/custom/03-life/couch-solid-full.svg,12
88,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,expense,その他,#90A4AE,,13
89,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,income,賞与・ボーナス,#F1B224,/icon/custom/01-money/money-bills-solid-full.svg,1
90,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,income,借金,#C83239,/icon/custom/03-life/fire-solid-full.svg,3
91,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,income,臨時収入,#E39526,/icon/custom/01-money/database-solid-full.svg,2
92,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,income,事業所得,#408CE5,/icon/custom/01-money/cash-app-brands-solid-full.svg,4
93,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,transfer,立替,#ECB567,/icon/custom/01-money/yen-sign-solid-full.svg,1
94,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,transfer,チャージ,#FDA38F,/icon/custom/99-others/circle-dot-solid-full.svg,0
95,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,transfer,銀行引き出し,#C0DB80,/icon/custom/99-others/cloud-arrow-down-solid-full.svg,2
96,0,2026-02-27 00:00:00,testuser002,2026-02-27 00:00:00,testuser002,testuser002,,transfer,銀行預け入れ,#79AFED,/icon/custom/99-others/cloud-arrow-up-solid-full.svg,3
